-0.952652,0.206815,-0.143543,1,0
-0.948741,-0.114571,-0.22254,1,1
-0.926243,-0.122829,-0.25668,1,1
-0.940867,-0.104764,-0.190288,1,1
-0.957062,0.207826,-0.136711,0,1
-0.953601,0.219696,-0.156847,1,0
-0.929827,-0.0868545,-0.19243,1,0
-0.954721,0.203552,-0.139774,1,0
-0.95396,0.207737,-0.132575,0,1
-0.951775,0.182282,-0.155988,1,1
-0.957358,0.207264,-0.160644,0,1
-0.930587,-0.0883841,-0.186701,1,1
-0.902081,-0.176904,-0.194226,1,0
-0.93118,-0.135342,-0.181261,0,1
-0.956771,0.20623,-0.148246,0,0
-0.91852,0.14168,-0.177411,1,1
-0.929767,-0.120105,-0.200653,1,0
-0.933144,-0.16575,-0.211237,0,1
-0.932943,-0.119347,-0.214218,1,0
-0.94822,-0.132093,-0.217321,0,1
-0.931516,0.273147,-0.183899,1,1
-0.911447,0.210091,-0.112418,0,0
-0.937214,-0.0822299,-0.229279,1,1
-0.959052,0.200389,-0.154089,0,1
-0.838685,0.504542,-0.0649818,1,0
-0.918049,-0.0980003,-0.178824,1,0
-0.914795,-0.111578,-0.169907,1,1
-0.938293,-0.0877272,-0.215848,1,0
-0.941956,-0.102916,-0.234407,1,1
-0.922697,-0.0856571,-0.181926,1,1
-0.944479,-0.11228,-0.205689,0,0
-0.914747,0.217802,-0.116959,1,0
-0.951304,0.192033,-0.17829,1,1
-0.939261,-0.104336,-0.206391,1,0
-0.687863,0.122374,-0.136611,1,0
-0.954121,0.19047,-0.142557,1,1
-0.94507,0.183745,-0.17763,1,0
-0.959649,0.201209,-0.149197,0,1
-0.938181,-0.128805,-0.186016,0,1
-0.837883,0.430815,-0.0960508,1,1
-0.958081,0.221271,-0.147562,1,1
-0.92959,0.22262,-0.124586,1,0
-0.957746,0.195166,-0.155599,0,1
-0.943859,-0.107977,-0.206037,0,0
-0.960085,0.210867,-0.148368,0,1
-0.918528,-0.171597,-0.20041,0,0
-0.940542,-0.085809,-0.224917,0,1
-0.930816,-0.0763047,-0.196664,1,1
-0.95795,0.218244,-0.142661,0,1
-0.895951,0.193089,-0.142409,1,0
-0.93998,-0.0929525,-0.219262,0,0
-0.942674,-0.135533,-0.217408,0,0
-0.943567,-0.121015,-0.200584,1,0
-0.696725,0.138992,-0.154728,0,1
-0.927359,-0.16782,-0.199429,1,1
-0.938075,-0.0984276,-0.218581,1,0
-0.947626,-0.111009,-0.226042,1,1
-0.934886,-0.124378,-0.182508,1,1
-0.935252,0.176378,-0.17945,1,0
-0.940375,0.206635,-0.130924,1,0
-0.945552,0.177628,-0.179246,0,1
-0.944808,-0.113764,-0.194721,1,1
-0.946684,0.240591,-0.138607,1,1
-0.952092,0.191788,-0.137943,0,1
-0.926461,-0.0649794,-0.216409,0,1
-0.925085,0.194708,-0.212898,1,1
-0.952001,0.18834,-0.173313,1,1
-0.952076,0.182677,-0.160642,0,1
-0.938529,0.160147,-0.164557,0,1
-0.936002,0.190668,-0.13547,1,0
-0.946431,0.175221,-0.173631,1,1
-0.945816,0.227651,-0.173346,1,0
-0.932603,0.183427,-0.151762,1,0
-0.951681,0.211081,-0.130872,1,1
-0.61217,0.385587,-0.0783261,1,0
-0.936525,0.174756,-0.145603,1,0
-0.950839,0.200896,-0.170822,1,0
-0.946052,0.240641,-0.188599,0,1
-0.95866,0.218325,-0.152907,1,1
-0.303082,0.21859,0.101462,1,0
-0.935897,-0.125498,-0.24759,1,1
-0.950591,0.239414,-0.144896,1,1
-0.910952,0.18669,-0.151089,1,0
-0.941426,-0.105345,-0.227644,1,0
-0.943213,-0.136232,-0.231954,0,1
-0.921584,0.188643,-0.208029,1,0
-0.93435,-0.119544,-0.186959,1,0
-0.926574,0.203616,-0.123183,1,0
-0.92536,-0.172907,-0.203358,0,1
-0.931387,-0.0703053,-0.208278,1,1
-0.878476,-0.0539567,-0.222209,0,0
-0.939997,0.206722,-0.14854,0,0
-0.947306,-0.13651,-0.213703,0,1
-0.932364,-0.103689,-0.248217,1,1
-0.937442,0.180794,-0.134159,1,1
-0.938065,-0.0977263,-0.197345,1,0
-0.928698,-0.104757,-0.220631,1,0
-0.946076,0.189511,-0.134186,1,1
-0.936835,0.233534,-0.12838,0,1
-0.943856,-0.102044,-0.19756,1,1
-0.954993,0.21109,-0.14048,1,0
-0.931321,-0.164475,-0.202849,1,1
-0.929419,0.245843,-0.209173,1,1
-0.929301,0.191022,-0.120844,1,1
-0.824554,-0.0714161,-0.242776,1,0
-0.94362,0.251128,-0.183119,1,1
-0.933341,0.167733,-0.142912,1,1
-0.919148,0.227283,-0.126573,0,0
-0.803084,0.117795,-0.0527931,1,1
-0.904157,0.2193,-0.225599,0,1
-0.952944,0.185268,-0.153011,1,1
-0.949099,0.178121,-0.153991,1,1
-0.947394,0.177722,-0.150444,1,1
-0.945212,0.177692,-0.158891,1,0
-0.927565,0.233636,-0.176679,1,0
-0.949706,0.214064,-0.158706,1,0
-0.945172,-0.119254,-0.195209,0,1
-0.879308,0.187137,-0.100691,1,0
-0.901317,0.196835,-0.107988,1,0
-0.898106,-0.11143,-0.161994,1,1
-0.947068,0.180266,-0.162514,1,0
-0.959146,0.212318,-0.142985,0,1
-0.959467,0.213847,-0.153389,0,1
-0.938924,0.168516,-0.149394,1,0
-0.94955,0.203752,-0.133811,1,0
-0.955168,0.202544,-0.168292,0,1
-0.94058,0.20846,-0.14246,1,0
-0.936911,0.21762,-0.130778,1,0
-0.938062,-0.114373,-0.185401,0,1
-0.909435,-0.112493,-0.265001,1,1
-0.923807,0.274509,-0.146771,0,1
-0.942977,0.229165,-0.135276,1,0
-0.934745,0.251164,-0.145424,1,0
-0.95612,0.207613,-0.165719,0,1
-0.955099,0.196973,-0.164727,0,1
-0.942247,0.220991,-0.131557,1,0
-0.925027,0.19834,-0.119879,0,0
-0.917544,-0.126627,-0.197083,0,0
-0.934081,-0.0977566,-0.244467,1,1
-0.937349,-0.137428,-0.24309,0,1
-0.947484,0.20902,-0.127707,1,1
-0.84244,0.435747,-0.0771288,1,0
-0.951944,0.216416,-0.131685,1,1
-0.93718,0.259249,-0.176028,0,0
-0.947607,0.192865,-0.137984,1,0
-0.940833,-0.0983553,-0.234309,1,1
-0.95473,0.21088,-0.156964,0,0
-0.944698,0.251051,-0.145965,0,1
-0.943194,0.190601,-0.130622,0,1
-0.955198,0.220614,-0.138467,0,1
-0.952154,0.216334,-0.137157,1,0
-0.935493,0.236296,-0.172072,1,0
-0.919295,-0.0945294,-0.228576,1,0
-0.940646,0.214022,-0.123982,0,1
-0.948838,0.193746,-0.155617,1,0
-0.941502,0.187528,-0.137316,1,0
-0.918302,0.18254,-0.14026,1,0
-0.943379,0.223444,-0.137522,1,0
-0.942411,0.210985,-0.12774,1,0
-0.935314,0.240838,-0.165127,1,0
-0.933147,0.222981,-0.126558,1,0
-0.943386,-0.101072,-0.210415,1,0
-0.906183,-0.141061,-0.223991,1,0
-0.9506,0.207451,-0.183962,0,1
-0.888021,-0.105402,-0.26246,0,0
-0.924715,0.223393,-0.175668,1,0
-0.945917,-0.106877,-0.20048,1,1
-0.943589,-0.131115,-0.221026,1,0
-0.944439,-0.126159,-0.219675,1,0
-0.946856,-0.123678,-0.226394,1,1
-0.932368,-0.161919,-0.231362,1,1
-0.941801,0.257986,-0.171338,0,1
-0.934306,-0.132974,-0.24837,1,1
-0.926669,-0.14499,-0.186103,1,0
-0.934938,-0.151462,-0.193432,1,1
-0.938113,-0.144787,-0.193241,1,1
-0.922725,0.283151,-0.173866,1,1
-0.911441,0.265043,-0.132881,1,1
-0.936914,-0.133017,-0.236579,0,0
-0.950191,0.199233,-0.131872,1,1
-0.926057,-0.0779711,-0.2413,0,1
-0.947137,0.183858,-0.17217,1,0
-0.936372,-0.10114,-0.225065,1,0
-0.957977,0.199356,-0.14029,1,1
-0.944736,-0.126185,-0.232197,1,1
-0.944938,-0.13195,-0.229553,1,1
-0.941574,-0.121321,-0.217017,1,0
-0.908509,-0.163523,-0.247908,0,0
-0.348646,-0.42944,-0.425908,1,0
-0.932937,-0.115389,-0.207224,1,0
-0.93696,-0.103799,-0.186177,1,1
-0.897406,0.12536,-0.143213,1,1
-0.932989,-0.0859523,-0.211794,1,0
-0.936563,-0.157478,-0.227708,1,1
-0.947984,-0.104713,-0.210062,1,1
-0.948062,-0.104119,-0.218593,1,1
-0.94907,-0.127137,-0.215969,0,1
-0.949143,-0.124173,-0.209596,0,1
-0.948204,-0.12595,-0.203873,1,1
-0.947035,-0.13182,-0.203467,1,1
-0.944936,-0.132942,-0.198181,1,1
-0.937496,-0.0956309,-0.229123,0,0
-0.920909,-0.10617,-0.193827,1,0
-0.958786,0.197598,-0.14501,0,1
-0.941144,-0.116624,-0.205653,0,0
-0.889062,0.167168,-0.10199,1,1
-0.933921,0.254543,-0.200188,0,1
-0.929769,-0.128306,-0.178897,1,1
-0.909642,-0.160121,-0.204014,1,0
-0.941604,-0.128155,-0.190356,0,1
-0.934675,-0.139121,-0.191827,0,0
-0.940135,-0.0831145,-0.219735,1,1
-0.934714,-0.109784,-0.183175,1,1
-0.897898,0.182646,-0.173142,1,0
-0.94826,0.202738,-0.179704,1,0
-0.942413,-0.111435,-0.190306,1,1
-0.943991,-0.11884,-0.223736,1,0
-0.928906,-0.140819,-0.180905,0,1
-0.947719,-0.106227,-0.223682,1,1
-0.940429,-0.0994434,-0.201439,1,0
-0.942368,-0.122446,-0.237309,0,1
-0.907807,-0.142762,-0.173392,1,0
-0.91135,0.203492,-0.13494,1,0
-0.914904,-0.18038,-0.234985,1,1
-0.946562,-0.136685,-0.207576,0,1
-0.927037,0.174485,-0.144705,1,0
-0.917585,0.216476,-0.160174,1,0
-0.956773,0.191797,-0.151748,1,1
-0.942964,0.188761,-0.191022,0,1
-0.924423,0.142942,-0.163708,0,1
-0.954308,0.228561,-0.158463,0,1
-0.931185,-0.114954,-0.246063,0,0
-0.933063,0.217475,-0.21036,1,1
-0.918204,0.154965,-0.194827,1,1
-0.929287,0.153755,-0.149301,1,1
-0.936679,0.228474,-0.126779,0,1
-0.934509,-0.092907,-0.233549,0,0
-0.92927,0.149655,-0.154296,1,1
-0.918138,-0.0711717,-0.190159,0,1
-0.927951,0.184953,-0.13287,1,0
-0.904955,-0.110553,-0.212216,1,0
-0.929918,0.180971,-0.196862,0,0
-0.939065,-0.122096,-0.192353,0,0
-0.937289,-0.0780257,-0.219371,1,1
-0.927565,-0.094877,-0.243721,1,0
-0.951738,0.231212,-0.138743,0,1
-0.936157,-0.0848401,-0.233787,1,1
-0.897165,0.154633,-0.208613,0,1
-0.942472,-0.0911431,-0.224998,0,1
-0.919468,-0.154932,-0.179425,1,1
-0.920695,-0.163993,-0.245029,1,1
-0.926327,-0.125742,-0.212256,1,0
-0.931532,-0.159531,-0.215506,1,0
-0.92433,-0.103468,-0.186302,1,0
-0.937853,0.191451,-0.131017,0,0
-0.920299,-0.160466,-0.231473,1,0
-0.942626,0.169256,-0.147265,0,1
-0.927002,-0.0755378,-0.192625,0,1
-0.896011,0.193069,-0.131609,1,0
-0.947086,0.249687,-0.151946,1,1
-0.942445,0.194472,-0.194457,0,1
-0.895131,-0.141092,-0.267572,1,1
-0.901082,-0.180533,-0.245831,1,1
-0.919467,-0.0840916,-0.215877,1,0
-0.298995,0.132623,0.0904052,0,0
-0.899883,-0.168872,-0.185381,1,0
