0.18985,0.0570273,-0.0138173,0.776571
0.0712517,0.26722,0.0138206,0.778329
0.834942,0.0421077,-0.130181,0.775069
-0.356402,0.0171559,-0.0401789,0.778393
-0.542285,0.213149,-0.0602211,0.780199
-0.0657985,0.342293,0.132951,0.776068
-0.275836,0.154625,0.0606157,0.777986
0.210614,0.239674,0.249505,0.777594
-0.241183,-0.0696839,0.0101225,0.778273
-0.066731,0.414134,0.0482648,0.778321
-0.23032,0.47507,0.0501865,0.77566
0.877136,0.242812,-0.0461067,0.775156
0.0721713,-0.578073,-0.251927,0.77765
-0.294984,-0.469844,-0.339958,0.77944
0.110111,-0.413153,-0.105957,0.778026
-0.440647,-0.146836,-0.030146,0.777466
-0.174704,0.0421378,0.0294238,0.776387
0.0766346,-0.0183299,0.0245942,0.780759
-0.201714,-0.188241,-0.0163902,0.776715
-0.66033,0.438592,-0.120325,0.778961
-0.0706284,0.333661,0.123123,0.776483
0.011385,-0.349627,-0.0124133,0.778489
-0.172438,0.217719,-0.000229063,0.776707
0.13077,-0.354017,-0.205948,0.77733
0.882342,0.230335,0.184986,0.775228
-0.361617,-0.128259,-0.0596119,0.777051
0.0048016,-0.433428,-0.367064,0.779224
-0.12105,0.404704,0.0699246,0.776779
0.86534,-0.0525092,0.26946,0.772479
0.674918,0.259603,0.00936637,0.775412
-0.400636,0.259319,0.0038886,0.780199
-0.340865,0.576377,-0.0377556,0.775348
-0.175676,0.352148,0.110558,0.777146
0.117268,0.505397,0.042636,0.775692
0.867818,0.0329943,0.289716,0.775828
-0.790723,-0.0661895,-0.209702,0.779512
-0.561508,-0.108228,-0.0650759,0.777882
-0.348811,0.430476,-0.00153399,0.779768
-0.156396,-0.13318,-0.0203399,0.778377
-0.143648,0.157343,0.120174,0.776203
-0.294114,0.156604,0.0195232,0.780639
0.0764594,-0.336253,-0.140046,0.777962
0.849207,0.0791257,-0.163627,0.774333
0.663076,-0.172125,0.198995,0.774165
-0.15194,-0.09352,0.26182,0.778417
-0.78778,0.548977,-0.0902051,0.778201
-0.00582256,0.443573,0.13892,0.776939
0.415593,0.217513,-0.0877572,0.775005
